group,metric,variant,source_group,source_variant,global_step,mean,std,stderr,ci95_low,ci95_high,seed_count,available_seed_count,min_seed_value,max_seed_value,step_bin,shared_start_step,shared_end_step
final_hfo_training,critic_loss,HFO-SERPPO,future_observing_critic,HFO-SERPPO,65536,0.668983542919159,0.03670063809918541,0.01160576079749785,0.6462362517560631,0.6917308340822548,10,10,0.6195075511932373,0.7198978662490845,65536,65536,131072
final_hfo_training,critic_loss,HFO-SERPPO,future_observing_critic,HFO-SERPPO,131072,0.6624152004718781,0.020880185711146103,0.006602894481452432,0.6494735272882313,0.6753568736555249,10,10,0.6255052089691162,0.6949100494384766,65536,65536,131072
