group,metric,variant,source_group,source_variant,global_step,mean,std,stderr,ci95_low,ci95_high,seed_count,available_seed_count,min_seed_value,max_seed_value,step_bin,shared_start_step,shared_end_step
obstacle_representation,obstacle_related_reward,SERPPO-L,framework_ablation,SERPPO,65536,-72.4004761904762,31.484998185360297,9.956430639200683,-91.91508024330953,-52.88587213764286,10,10,-130.75,-26.595238095238095,65536,65536,196608
obstacle_representation,obstacle_related_reward,SERPPO-L,framework_ablation,SERPPO,131072,-80.41602081773972,27.796972144143325,8.790174403174717,-97.64476264796217,-63.187278987517274,10,10,-128.85714285714286,-43.166666666666664,65536,65536,196608
obstacle_representation,obstacle_related_reward,SERPPO-L,framework_ablation,SERPPO,196608,-59.19444206502717,17.08778644475929,5.403632533599035,-69.78556183088128,-48.60332229917306,10,10,-98.76595744680851,-41.166666666666664,65536,65536,196608
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,8192,-78.62545454545455,36.786569244327154,11.632934611557292,-101.42600638410684,-55.82490270680225,10,10,-158.5,-41.81818181818182,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,16384,-11.647184559802659,1.2651726518752988,0.40008272132812434,-12.431346693605782,-10.863022425999535,10,10,-14.717948717948717,-10.202247191011237,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,24576,-12.60987593271267,0.8413016634584388,0.2660429455817117,-13.131320106052826,-12.088431759372515,10,10,-13.731707317073171,-11.129411764705882,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,32768,-12.134751890490485,1.5254999825116227,0.4824054515283757,-13.080266575486101,-11.189237205494868,10,10,-14.37037037037037,-9.68421052631579,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,40960,-70.53969696969696,30.874106123673005,9.76324960725589,-89.67566619991851,-51.403727739475414,10,10,-127.18181818181817,-21.5,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,49152,-12.324976345925135,1.2092444426451416,0.3823966686659494,-13.074473816510396,-11.575478875339874,10,10,-15.166666666666666,-10.546511627906977,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,57344,-12.295505311001937,1.1414231795154792,0.36094970213801614,-13.00296672719245,-11.588043894811426,10,10,-13.882352941176471,-10.25,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,65536,-12.3035963391772,1.296554758376461,0.4100066147598893,-13.107209304106584,-11.499983374247817,10,10,-15.451219512195122,-10.738636363636363,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,73728,-79.72,18.77996695581067,5.938746996306045,-91.35994411275985,-68.08005588724015,10,10,-118.6,-57.8,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,81920,-11.984665834938543,1.3811141710035284,0.43674664891064285,-12.840689266803404,-11.128642403073682,10,10,-13.518518518518519,-9.275862068965516,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,90112,-13.297983841146884,1.772561300267897,0.5605331001116185,-14.396628717365656,-12.199338964928112,10,10,-17.414634146341463,-11.362637362637363,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,98304,-12.100346364395698,1.3205513762002028,0.417595011606251,-12.91883258714395,-11.281860141647446,10,10,-14.182926829268293,-10.583333333333332,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-M,obstacle_representation,SERPPO-M,106496,-68.01708624708624,29.6216398778253,9.367185004319973,-86.3767688555534,-49.657403638619094,10,10,-121.45454545454545,-36.54545454545455,8192,8192,106496
obstacle_representation,obstacle_related_reward,SERPPO-noBO,framework_ablation,SERPPO-noBO,65536,-93.99463768115943,37.655509775802756,11.907717734627306,-117.33376444102895,-70.65551092128992,10,10,-146.05,-40.0,65536,65536,196608
obstacle_representation,obstacle_related_reward,SERPPO-noBO,framework_ablation,SERPPO-noBO,131072,-11.839139428036464,0.3926218055652519,0.12415791646339691,-12.082488944304723,-11.595789911768206,10,10,-12.385185185185186,-10.912721893491124,65536,65536,196608
obstacle_representation,obstacle_related_reward,SERPPO-noBO,framework_ablation,SERPPO-noBO,196608,-63.27182831661092,37.65657130644491,11.908053420090834,-86.61161301998895,-39.93204361323289,10,10,-139.15,-4.916666666666667,65536,65536,196608
