group,metric,variant,source_group,source_variant,global_step,mean,std,stderr,ci95_low,ci95_high,seed_count,available_seed_count,min_seed_value,max_seed_value,step_bin,shared_start_step,shared_end_step
framework_ablation,critic_loss,SERPPO,framework_ablation,SERPPO,65536,0.6804057657718658,0.02685862694568796,0.00849344359731455,0.6637586163211293,0.6970529152226024,10,10,0.6364150047302246,0.7309582829475403,65536,65536,196608
framework_ablation,critic_loss,SERPPO,framework_ablation,SERPPO,131072,0.6578390657901764,0.01576298907084715,0.004984694819621826,0.6480690639437175,0.6676090676366352,10,10,0.6374287605285645,0.6944522857666016,65536,65536,196608
framework_ablation,critic_loss,SERPPO,framework_ablation,SERPPO,196608,0.6464250564575196,0.016024926330395102,0.005067526654045247,0.6364927042155909,0.6563574086994483,10,10,0.6208111643791199,0.6669216156005859,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noPD,framework_ablation,SERPPO-noPD,65536,0.680405467748642,0.026761639663870452,0.008462773525853354,0.6638184316379694,0.6969925038593145,10,10,0.6367058157920837,0.7308381795883179,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noPD,framework_ablation,SERPPO-noPD,131072,0.6674451231956482,0.018891398194735533,0.005973984648055743,0.6557361132854589,0.6791541331058375,10,10,0.6445333361625671,0.6916251182556152,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noPD,framework_ablation,SERPPO-noPD,196608,0.6523144662380218,0.029435890715625808,0.009308445961718129,0.6340699121530543,0.6705590203229893,10,10,0.6113362908363342,0.6949015855789185,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noAM,framework_ablation,SERPPO-noAM,65536,0.6774161100387573,0.025641903844636302,0.008108681969207904,0.6615230933791099,0.6933091266984048,10,10,0.6308711171150208,0.7200180888175964,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noAM,framework_ablation,SERPPO-noAM,131072,0.6624787092208863,0.01922138299980323,0.006078335005781801,0.6505651726095539,0.6743922458322186,10,10,0.6394525170326233,0.6932410001754761,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noAM,framework_ablation,SERPPO-noAM,196608,0.6430950880050659,0.017164608687083555,0.005427925859669642,0.6324563533201134,0.6537338226900183,10,10,0.613446831703186,0.6698889136314392,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noBO,framework_ablation,SERPPO-noBO,65536,0.699497252702713,0.017111828262766682,0.005411235223998496,0.6888912316636759,0.7101032737417501,10,10,0.6778637170791626,0.732211172580719,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noBO,framework_ablation,SERPPO-noBO,131072,0.6732214570045472,0.02981406511859072,0.009428035208332476,0.6547425079962155,0.6917004060128789,10,10,0.6308185458183289,0.733256459236145,65536,65536,196608
framework_ablation,critic_loss,SERPPO-noBO,framework_ablation,SERPPO-noBO,196608,0.6490821659564971,0.020594539737264946,0.00651256529326029,0.636317537981707,0.6618467939312873,10,10,0.6291705965995789,0.6936511993408203,65536,65536,196608
