group,metric,variant,source_group,source_variant,global_step,mean,std,stderr,ci95_low,ci95_high,seed_count,available_seed_count,min_seed_value,max_seed_value,step_bin,shared_start_step,shared_end_step
framework_ablation,training_win_rate,SERPPO,framework_ablation,SERPPO,65536,0.10901679922917429,0.015069511894674769,0.004765398081417169,0.09967661898959664,0.11835697946875194,10,10,0.0830860534124629,0.128125,65536,65536,196608
framework_ablation,training_win_rate,SERPPO,framework_ablation,SERPPO,131072,0.12084889713114559,0.01687315197620035,0.00533575915509643,0.11039080918715659,0.1313069850751346,10,10,0.09939759036144578,0.15915915915915915,65536,65536,196608
framework_ablation,training_win_rate,SERPPO,framework_ablation,SERPPO,196608,0.11513464721620015,0.018590554526968586,0.005878849527077489,0.10361210214312827,0.12665719228927202,10,10,0.08787878787878788,0.14414414414414414,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noPD,framework_ablation,SERPPO-noPD,65536,0.10901679922917429,0.015069511894674769,0.004765398081417169,0.09967661898959664,0.11835697946875194,10,10,0.0830860534124629,0.128125,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noPD,framework_ablation,SERPPO-noPD,131072,0.13012138139863336,0.019255611460854853,0.006089158995554351,0.11818662976734683,0.14205613302991987,10,10,0.10650887573964497,0.1696969696969697,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noPD,framework_ablation,SERPPO-noPD,196608,0.11842824492408636,0.025893304823327527,0.008188181939073877,0.10237940832350156,0.13447708152467117,10,10,0.07418397626112759,0.14953271028037382,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noAM,framework_ablation,SERPPO-noAM,65536,0.13859333079124034,0.016142718992034767,0.005104775964288736,0.12858796990123442,0.14859869168124626,10,10,0.11436950146627566,0.16071428571428573,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noAM,framework_ablation,SERPPO-noAM,131072,0.14262207527716778,0.017911365374854004,0.005664071058801424,0.13152049600191698,0.15372365455241857,10,10,0.11940298507462686,0.16516516516516516,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noAM,framework_ablation,SERPPO-noAM,196608,0.1331581878520401,0.017615154151931118,0.005570400845507404,0.12224020219484558,0.1440761735092346,10,10,0.09880239520958084,0.15634218289085547,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noBO,framework_ablation,SERPPO-noBO,65536,0.11479795920795195,0.00892295296308827,0.002821685481790728,0.10926745566364213,0.12032846275226178,10,10,0.10542168674698796,0.1301775147928994,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noBO,framework_ablation,SERPPO-noBO,131072,0.1238745374660835,0.025625067631580747,0.008103357891165163,0.10799195599939979,0.1397571189327672,10,10,0.09144542772861357,0.16,65536,65536,196608
framework_ablation,training_win_rate,SERPPO-noBO,framework_ablation,SERPPO-noBO,196608,0.12779249546028806,0.028535907026332005,0.00902384613020116,0.11010575704509379,0.14547923387548234,10,10,0.06451612903225806,0.1529051987767584,65536,65536,196608
